% Filename : LM_Channel_0180_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 96
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1024 
%  Grid (wall-normal)      ny = 192 
%  Grid (spanwise)         nz = 512 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 3.50000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 6.37309e-02 
%  Re_tau              Re_tau =  182.088 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_0180_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    1.110223024625157e-16    2.021587241307348e-14    0.000000000000000e+00    1.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    5.791461380333374e-05    1.054557883895367e-02    1.054527346420741e-02    9.999420842626848e-01    1.358014635953491e-06   -9.921444054028660e-13
    2.141030191135096e-04    3.898567424427084e-02    3.898150028900437e-02    9.997858487893706e-01    5.020418663319229e-06   -1.838486077114268e-10
    5.088966186284072e-04    9.266416643727822e-02    9.264057361745806e-02    9.994904794541939e-01    1.193304322157038e-05   -5.780802944012519e-09
    9.825876412230539e-04    1.789178025409327e-01    1.788297016728879e-01    9.990129620892997e-01    2.304140695828294e-05   -7.844260359894237e-08
    1.675417754204322e-03    3.050741230036028e-01    3.048168764012739e-01    9.983025007030224e-01    3.929225734732732e-05   -6.403494903955971e-07
    2.627566689856309e-03    4.784493906250172e-01    4.778105936207722e-01    9.972867212073092e-01    6.163868085817256e-05   -3.693668151353024e-06
    3.879140889489485e-03    7.063465227694476e-01    7.049276244031449e-01    9.958423731455345e-01    9.105348708172002e-05   -1.648997817997888e-05
    5.412247554401284e-03    9.855074485118559e-01    9.826535702095622e-01    9.938229042255892e-01    1.271901290993056e-04   -5.795691676026456e-05
    7.226453384460596e-03    1.315853268928577e+00    1.310498745174586e+00    9.909335835295503e-01    1.701795753179297e-04   -1.687048527313747e-04
    9.321245632810338e-03    1.697290618769450e+00    1.687704824580202e+00    9.866998507385480e-01    2.202379253568042e-04   -4.226253423479958e-04
    1.169603225078431e-02    2.129711692845490e+00    2.113080599960335e+00    9.804277480906044e-01    2.776567642047383e-04   -9.375299630725359e-04
    1.435014205523744e-02    2.612994276497792e+00    2.584774989317042e+00    9.711969410859870e-01    3.427520101039808e-04   -1.881702252633989e-03
    1.728282491824162e-02    3.147001780138933e+00    3.100004373195065e+00    9.579112490567936e-01    4.157998337811938e-04   -3.474013279730355e-03
    2.049325197909280e-02    3.731583277857002e+00    3.654779895855040e+00    9.394217193012723e-01    4.970573889077055e-04   -5.976855537301550e-03
    2.398051587857197e-02    4.366573550071815e+00    4.243706300018299e+00    9.147131970348874e-01    5.870163561684133e-04   -9.682968084469860e-03
